ins_833	1936 yılında değiliz.	1936 yılındayız.
pop_1867	Bu en belirgin örnek Necm sure olayıdır.	Bunun en belirgin örneği Necm suresi olayıdır.
news_853	Caz afişi yarışması başvuruları başladı.	Caz Afişi Yarışması'na başvurular başladı.
news_1242	Babanın ölümünden sonra 13 yaşında fahişelik başladı.	Babasının ölümünden sonra 13 yaşında fahişeliğe başlamış.
pop_1174	2 çorba kaşığı konserve mısır, 2 çorba kaşığı elma sirkesi.	2 çorba kaşığı konserve mısır 2 çorba kaşığı elma sirkesi
pop_280	"Neden ince ve uzun bir yol sonunda Avrupa sınırının Türkiye sınırında bitiyor?"	Neden "ince ve uzun bir yolun sonunda" Avrupa'nın sınırları Türkiye'nin sınırlarında bitiyor?..
ins_1087	Yüz güneşi döndür.	Yüzümüzü güneşe dönmektir.
ess_857	Görüşte iste de önemli.	Görmeyi istemek de önemli.
bio_253	Kısa bir konuşma yapıp kurdeleyi belediye başkanına kesmiştim.	Kısa bir konuşma yaparak kurdele kesilmesini belediye başkanına bıraktım.
ins_603	Güzel kokulu ekmek.	Güzel kokulu ekmek
ess_1112	Elle gelmeyeceksin; "söz"ün uçuculuğu yarar...	Elden geldiğince yazmamak; "söz" ün uçuculuğundan yararlanmak...
bio_883	Sanatkâr Halid Ziya de kırk yaklaş, serbest hayat payı, neşe topladı.	Sanatkâr, Halid Ziya'nın deyişiyle, kırkına yaklaşmış, serbest hayattan paylar, neşeler toplamıştır.
pop_1797	Belki de biz bu farklılık nedeniyle, cumhuriyet dönemi protokol gelenek köklerinin Osmanlı dönemine uzandığını düşünüyoruz.	Belki de bizdeki bu farklılığın nedeni, Cumhuriyet dönemi protokol geleneğinin köklerinin Osmanlı dönemine uzanması.
pop_600	Bir kâp içeri, 3 adet yumurta, sarı limonuyla suyuyla karış.	Bir kap içerisinde 3 adet yumurta sarısını limon suyu ile biraz karıştırın.
pop_1364	Domates, biber ve sarımsak zevke göre köfte üstüne yerleştirin.	Domatesleri biberleri ve sarımsakları zevkinize göre köftelerin üstüne yerleştirin.
ess_1896	Kendi batıl inançlarımızla alay edenlerden biri olmama karşın, örneğin 13. nitelendirilir.	Kendimi batıl inançlarla alay eden biri olarak nitelendirmeme karşın, örneğin 13.
news_1884	Biz daha önce de bu insanları gördük.	Biz daha önce de gördük bu insanları.
ess_1960	Bilmiyorduk.	Bilmekten yorulduk billa.
bio_1540	Üzerine maydanoz serptiğimiz karnıyarığın her biri, küçük muhallebi kaplarına benzeyen kaplara koyduğumuz üstü kızartılmış kızartmalık.	Üzerine maydanoz serptiğim karnıyarığın her birini, küçük muhallebi kabına benzeyen kaplara koyarak üstlerini kızartım.
ess_615	Arka annem var, yalnız değil, hayat sen baş et.	Arkamda annem var yalnız değilim hayatta seninle baş edebilirim.
pop_1812	Oğlak burcunda doğan ve okumayan bir kadın dahi çevresi ile çok ilgiliydi, genel kültür sahibi oldu.	Oğlak burcunda doğan ve okumamış olan bir kadın dahi çevresi ile çok ilgili olduğundan genel kültür sahibi olur.
news_1556	Ruh sağlık sorunu olan kişi, basın yayın organının sansasyonel haberine ve magazin amaçlı görüntülenmesine konu oldu, kamu ilan ettiği yitim yolunda açık.	Ruh sağlığı sorunu olan kişilerin, basın-yayın organlarında sansasyonel haber ya da magazin amaçlı görüntülenmeleri, kamuya ilan edilmeleri de hak yitimine yol açmaktadır.
ess_36	Sonra da yaşa, de.	sonra da yaşa, diyorsun.
ess_1196	Parkta hınzır bir sonbahar keyfi çıkıyordu...	Park, hınzır bir sonbaharın keyfini çıkarıyordu...
bio_1638	Sonra Hilmi Yavuz ile eş Nuran Yavuz, Oya-Affan Başak ve Ülkü'nün arkadaşı Yusuf Balkanlı ve eş Çeki katıldı.	Sonra Hilmi Yavuz ile eşi Nuran Yavuz, Oya-Affan Başak ve Ülkü'nün arkadaşı Yusuf Balkanlı ve eşi Çeki katıldılar.
bio_1569	Değilsiniz herhalde.	- Değilsiniz herhalde.
pop_459	1/2 salatalık ince dilimle kesilmiş.	1/2 salatalık (ince dilimlenmiş)
bio_1792	Zaten erken öğrendim.	Okumayı zaten erken öğrenmiştim.
bio_1971	ama soy, ama yakalanıyor.	Ama soyar, ama yakalanır.
news_393	Rusya'nın en büyük votka üreticisi firma sahibi olan milyarder bir Rus iş adamı, İnternet'te "vodka.com" alan adını 3 milyon dolar ödedi.	Rusya'nın en büyük votka üreticisi firmanın sahibi olan milyarder bir Rus iş adamı, internetteki "vodka.com" alan adına 3 milyon dolar ödedi
pop_553	Biz daha güzel ve daha mutlu bir Dünya isteseydik, eleştiri biçimimiz de olumluluğumuz da farklı olurdu.	Biz daha güzel ve daha mutlu bir dünya istiyorsak, eleştirme biçimimizde olumlu olmalı.
bio_1926	İyi bak.	İyi bakarız.
news_1180	Şiddet egemen oldu bir toplumda iyi şey, ancak tesadüfen çık.	Şiddetin egemen olduğu bir toplumdan iyi şeyler, ancak tesadüfen çıkar.
news_534	Ombudsman denetimine ilişkin araştırma raporu.	* Ombudsman Denetimine İlişkin Araştırma Raporu,
ins_601	Ne var, ne yok?	Neler var, neler yok,
pop_1600	İsyan yorgun mu?!.	"İsyan... Yorgunum be!.."
ins_1364	Peki, söyle bak, gece ve gündüz nasıl meydana gelir?	Peki, söyle bakalım, gece ve gündüz nasıl meydana gelir?
pop_1429	Yeni gelmiş İtalyan, Alman kendi yerinde aç iste, sinirli genç direnişi daha da artır.	Yeni gelen İtalyan, Almanlar'dan kendisine yer açmalarını isteyince sinirli genç direnişini daha da arttırıyor.
pop_1752	Daha geçen yıl başıydı...	Daha geçen yılın başlarıydı...
pop_760	Onlar için güzel olan her şeyin değeri var.	Onlar için güzel olan her şeyin değeri vardır.
ins_730	Ben çantayı neyle taşıyacağımı bilmiyorum, kalemi, kâğıt ve ilk yardım malzemelerini getirdim.	- Ben çantaya neler konulacağını biliyorum, diyerek kalem, kâğıt ve ilk yardım malzemeleri getirdi.
ins_1733	"! Susun, susun! diye bağırıp bir bonbon fişek.	"Susalım! Susalım!" diye bağırdı bir Bonbon Fişeği.
news_304	Meraklı heyecan bekleyen Harry Potter serisi beş kitapla uyarlandı, "Harry Potter ve Zümrüdüanka Yoldaşlığı" çoğu ülke bugün vizyon olacak.	Meraklılarının heyecanla beklediği Harry Potter serisinin beşinci kitabından uyarlanan "Harry Potter ve Zümrüdüanka Yoldaşlığı", çoğu ülkede bugün vizyonda olacak.
news_1585	Tekstil devrimi, akıllı giysi alanında gerçekleşiyor.	Tekstilde devrim, akıllı giysiler alanında gerçekleşiyor
bio_1146	Söyleyecek laf bile yok artık.	Söyleyecek laf bile yok artık.
bio_347	Gayet iyi gittiydi her şey.	Gayet iyi gidiyordu her şey.
bio_1785	Lena bir sorun çıkmayacak öğle sonrası 4200'ye git.	Lena'dan bir sorun çıkmazsa öğleden sonra 4200'e gidiyoruz.
news_995	Sergi ve sergi için hazırlanan Türkçe kitap, Jacobsen Novo Nordisk diabet firması için erken dönem orta koy Novo Terapeutisk ek bina ve son dönem iş ara dikkat çek Novo Industry binasında tanı.	Sergide ve sergi için hazırlanan Türkçe kitapta, Jacobsen'in Novo Nordisk diabet firması için Erken Dönem'de ortaya koyduğu Novo Terapeutisk Ek Binası ve son dönem işleri arasında dikkat çeken Novo Industry Binası da tanıtılıyor.
ins_1722	Hangi isteğiyle, yalnız güzel ol!	- Hangisini isterseniz, yalnız güzel olsun.
ins_1672	Ayrıca üniversite araştırma fonu, elde edilen araştırma verileri organizasyon paylaşabilir.	Ayrıca üniversitelerin araştırma fonları, elde ettikleri araştırma verilerini organizasyonlarla paylaşabilirler.
bio_58	Ora bir arzuhâlcı var, kör bir adam.	Orada bir arzuhalci var, kör bir adam.
ess_1380	Hayat ve aşk hakkında konuş, şaşkın çocuk gözü gibi saf ol, yosma akşam gibi edepsizlik doğru karar.	Hayata ve aşka dair konuşmalı, hem şaşkın çocuk gözleri gibi saf olmalı hem yosma akşamlar gibi edepsizliklere doğru kararmalı.
news_234	Hafta içinde F.Bahçe Trabzonspor'u konuk edecek.	haftada ise F.Bahçe'yi konuk edecek olan Trabzonspor yapacak.
ess_1795	Hangi gün güneşi doğru izledik?	Hangi gün güneşin doğuşunu izledik.
pop_788	Bu bahaneyle siz iyilik yapılır ya da sizin iyiliğiniz için yapılmış olur ve bu kişi sevgiyle anılırken şans olur.	Bu bahaneyle size yapılan iyilikleri veya sizin yaptığınız iyilikleri ve bu kişileri sevgiyle anma şansınız olur.
news_1322	Genel merkez yönetimi 30 ilde atama yönetim kuruluyla kongreye gitmiş dikkat çeken muhalif parti ki sorun çözümü için bir daha ki genel seçim bekleniyor.	Genel Merkez yönetiminin 30 ilde 'atama yönetim kurulları'yla kongreye gittiğine dikkat çeken muhalifler, partideki sorunların çözümü için bir dahaki genel seçimi beklemeye başladı.
ess_1828	bu cenaze sahibi çıkmayacak.	Bunların cenazelerine sahip çıkmayacaksınız.
bio_510	Çünkü onun için tezkere, toplum geri dönüş belgesi değil.	Çünkü onun için tezkere, kaçmış olduğu topluma geri dönüş belgesinden başka bir şey değildir.
news_124	Ohen kadrosu yok.	Ohen kadroda yok
pop_584	Malzeme:	Malzemeler:
pop_167	Lapa yaraları iyileştirerek sağlar.	Lapası yaraların iyileşmesini sağlar.
ins_1210	Bu taktiklerin etkisi olmaz, planın her aşamasına bağlı başarı i.	Bu taktiklerin etkili olup olmaması, planlama aşamasındaki başarıya bağlıdır.
ins_1874	Atatürk parkında gezi.	ATATÜRK PARKINA GEZİ
ess_1745	Yalan söyleyen arkadaş, parti lideri, hiçbir şey olmayan politika şansını tanıma...	Yalan söyleyene, arkadaşları, partisi, lideri, seçmeni hiçbir şey olmamış gibi, politika yapma şansını tanımamalı...
pop_1661	Bu konuda birçok kişi araştırma yapı	Bu konuda birçok kişi araştırma yaparken, hastalıkların önlenmesi için orucu tavsiye eden mütehassıs doktorların sayısı her geçen gün artıyor.
news_847	Acaba çocuklar eline silah mı verdi olacak?	Acaba çocukların eline silah mı vermiş olacağız?
news_390	Türkiye'nin stratejisi aynı kalmıştı ancak izlenen taktik değiştiğini anlatan Babacan şöyle konuştu: "Biz yine adım atacağız."	Türkiye'nin stratejisinin aynı kaldığını ancak izlediği taktiğin değiştiğini anlatan Babacan şöyle konuştu: "Biz yine adımları atacağız.
pop_957	Mide hassastır, karaciğer sertliği ve tansiyon olabilir kullanmayın.	Midesi hassas olanlar karaciğer, damar sertliği ve tansiyonu olanlar kullanmamalıdır.
news_828	Afganistan devlet başkanı Hamid Karzai'nin erkek kardeşi Kandahar'daki evinde patlama meydana geldi.	Afganistan Devlet Başkanı Hamid Karzai'nin erkek kardeşinin Kandahar'daki evinde patlama meydana geldi.
ess_968	Dua, bir çocuğun babasından bir şey tırtıkla istediği gibi bir tür olgu değil.	Dua, bir çocuğun babasından bir şeyler tırtıklamak istemesi türünden bir olgu değildir.
pop_892	Yaprak küçük pullar veya iğne şeklindeki uzunluklarıyla 1-2 cm uzunluğundaydı.	Yaprakları küçük pulsu veya iğne şeklinde olup 1-2 cm uzunluğundadır.
ins_1504	Mustafa Kemal'in olaylara yaklaşımı hep mantıklı ve gerçekçi oldu.	Mustafa Kemal'in olaylara yaklaşımı hep mantıklı ve gerçekçi olmuştur.
bio_502	"Proje bilmiyorsunuz."	"Projeyi bilmiyorsunuz.
pop_1376	Yüzyıl başında bugünkü Kolombiya topraklarının İspanya'ya karşı bağımsızlık hareketi yönetsel açıdan çok yer aldı.	yüzyılın başında başta bugünkü Kolombiya toprakları olmak üzere bölgenin pek çok yerinde İspanya'ya karşı bağımsızlık hareketlerini yönetmişti.
ess_177	Hayır, muz ağacının yaprakları, pamuk kadar yumuşak, em değil.	Hayır, muz ağaçlarının yaprakları, pamuk kadar yumuşak, emici değildi.
bio_788	sabıka dosyası kabarık biri olup en iyi şey yatacağı yer verilecek bir işe giriyor.	Sabıka dosyası kabarık birisi olarak yapabileceğim en iyi şey yatacak yer verebilen bir işe girmekti.
bio_19	Sinema ön kuyruğu oluştu.	Sinemaların önünde kuyruklar oluşuyor.
pop_1941	Öyle bir eş olmaydı zorla yapılmıştım.	Öyle bir eşim olsaydı zorlanırdım.
ins_767	Konuş sık sık kalabalık alkışlar kesildi.	Konuşması sık sık kalabalığın alkışlarıyla kesiliyordu.
ess_1129	"Artık buharlı tren kullanılmıyor, el kaldırıp kömür isteyenleri sağa-sola dağıtmıyoruz."	" Artık buharlı trenler kullanılmadığı için elimizde kalan kömürleri de oy için sağa sola dağıtıyorlar.
bio_1552	Zaten bu zaman Demons ilahî irade dünyev ceza start ver andır.	Zaten bunun olmadığı zamanlar İlahi iradenin dünyevi cezaya start verdiği andır.
pop_1450	Bir arada yabancılaşmıştınız.	Bir bakmışsınız aranızda bir yabancılaşma başlamış.
ess_752	Çok ağır söz söyledim.	Çok ağır sözler söyledim...
ins_1934	(Pınar'ın masası üzerindeki) telefon başındaki numarayı çevir.	(Pınar masanın üzerindeki telefonun başında numaraları çevirmektedir.
ess_87	Hatice oldu.	Hatice oldu.
pop_781	25 adet düz kalkıyor.	25 adet düz kalkma
pop_618	Pıhtı genç adam için hayati tehlike oluşturdu.	Pıhtılar genç adam için hayati tehlike oluşturuyordu.
bio_406	Evet, ben fazla diskoyu çocuk olmadım, ama diskonun dönemi hızlı bir elden geçirildiği yaşadım.	Evet ben fazla disko çocuğu olmadım, ama disko döneminin hızını birinci elden yaşadım.
bio_1215	Çok şirin çocuk, sayfasının sekreterliğini yap.	Çok şugar çocuklar, sayfa sekreterliği yapıyorlar.
pop_1344	O kadın, bu kadar yıl kal sonra nasıl Almanya'dan dön? Almanya'da bir Alman evlen, Türkler dört yıl sonra sürekli otur izin hakkı kazan.	O kadın, bu kadar yıl kaldıktan sonra nasıl Almanya'ya dönsün? Almanya'da bir Almanla evlenen Türkler, dört yıl sonra sürekli oturma iznine hak kazanıyor."
news_1540	Bir parti iktidar gelip taraftar ve oy verenlerin de desteğiyle bir süre iktidarda kalıp, yıllarca dışlanan bazı beklentilerin de içine girerek olağan şekilde iş imkanlarını artırdı.	Bir parti iktidara gelince taraftar ve oy verenlerinin, biraz da yıllarca dışlanmanın verdiği hislerle bazı beklentiler içine girmeleri, iş imkanları aramaları olağandır.
ess_1086	Marksizm, kömünistlik kapitalizm eleştirisinden, dünya işçi sınıfının çıkarlarını savunma isteğinden değil, ulusal gurur, yurt ve vatan sevgisinden ilham alır.	Marksizm'e, komünistliğe kapitalizm eleştirisinden, dünya işçi sınıfının çıkarlarını savunma isteğinden değil, ulusal gururdan, yurt ve vatan sevgisinden ulaşıyor.
news_890	Taslak "iyi bir temel" ol nitele deklarasyon, Avrupa'nın dünya rolü etkinlik ve sürekliliği sağla bir anayasa taahhütünde bulun ve görüşme Haziran 2004'te yap, Avrupa parlamentosu seçimi önce tamamla beklenti dil getir.	Taslağı "iyi bir temel" olarak niteleyen deklarasyon, Avrupa'nın dünyadaki rolünün etkinliği ve sürekliliğini sağlayacak bir anayasa taahhüdünde bulunuyor ve görüşmelerin Haziran 2004'te yapılacak Avrupa Parlamentosu seçiminden önce tamamlanması beklentisini dile getiriyor.
ess_890	Ne söylersin?	- Neler söylüyorsun sen.
ess_1441	Kuvvet ve kudret daha üstün ol ve zehirli iğne gibi mükemmel bir silah bulun akrep karşı, zayıf ve donanımsız ol örümcek üstün gel, o kabiliyet ve istidat yer ve zaman kullan izah et.	Kuvvet ve kudretçe daha üstün olan ve zehirli iğne gibi mükemmel bir silahı bulunan akrebe karşı, zayıf ve donanımsız olan örümceğin üstün gelmesi, onun kabiliyetlerini ve istidatlarını yerinde ve zamanında kullanabilmesiyle izah edilebilir.
bio_1400	"Girip yaşadığım tereddüt ve karşı koyma merakı içinde kâbus gibi kıvrandığım şuursuzluk çile ve çıkarıp kabirdeki çilemden cennete kalktığım gibi bir uyanış rahatlığı..."	Girerken yaşadığım tereddüt ve ama karşı koyamadığım merak, içerde kâbuslarda kıvranan bir şuursuzluğun çilesi ve çıkarken kabirden cennete kalkarmış gibi bir uyanış rahatlığı...
news_1382	Herkes mutlu dolandı, gezdi.	Herkesin mutlu dolaştığı, gezdiği.
ins_716	Anne, babanın sözlerini onayladı: "Tabii".	Annem, babamın sözlerini onayladı: "Tabi.
ess_1449	Düşün, herkes kendi takvimini kendi yap!	Düşünsene, herkes kendi takvimini kendi yapıyor!
bio_1167	nice gençliğin bayramı...	Nice gençlik bayramlarına...
ess_328	yalnız insanlar arasında belli bir uzaklık hep korunur.	Yalnız insanlarla aralarında belli bir uzaklığı hep koruyorlar.
ess_57	Fikret Otyam'ın kadınlarını anlatan biri, satın almak için oturma odasındaki duvarındaki tabloları göstermedi.	Fikret Otyam'ın Harran kadınlarını anlattığı tablolarından birini satın alıp oturma odasının duvarına asmamıştır.
bio_856	Saat 8.30'da arkadaş işbaşı yapmış.	Saat 8.30'da arkadaşlar işbaşı yapacaklardı.
news_1514	Zorlu pazarlık.	Zorlu pazarlık
ins_902	İyi söyle ama küçük hanım, bir oyuncak bebek bekle, yeri bir çift koltuk değnek karşılaş ne var, bu anla.	- İyi söylüyorsun ama küçük hanım, bir oyuncak bebek beklerken onun yerine bir çift koltuk değneğiyle karşılaşmanın sevinilecek nesi var, bunu anlayamadım.
pop_750	Doğallığı yakalayabilir miyim insanları?	Doğallığımız yakalamış olabilir insanları.
ess_349	Aile ise yüz kara, kaç kız ev kabul etmedi.	Ailesi ise yüz karası, kaçan kızlarını evlerine kabul etmediler.
news_1374	Şairin eylemi sebil eylemidir.	Şairin eylemi sebil eylemidir.
ins_613	Müthiş bir güreşçi olmayan Süleyman bey hiç kuşkusuz farklı koşul altında sonraki yıllarda dünya ve hatta olimpiyat şampiyonu olabilecek yeteneğe sahip idi.	Müthiş bir güreşçi olan Süleyman Bey hiç kuşkusuz farklı koşullar altında sonraki yıllarda dünya ve hatta olimpiyat şampiyonu olabilecek yeteneğe de sahipmiş.
news_1445	Ekstazi etkisi azaldığında başlayan zaman, aşırı yorgunluk, kalp palpitasyonu, kan basıncı düşmesi, baş ağrısı, baş dönmesi, bitkinlik gibi yan etkiler kendi gösterir.	Ekstasi etkilerinin azalmaya başladığı zaman, çekilme sendromu denilen aşırı yorgunluk, kalp palpitasyonu, kan basıncında düşme, baş ağrısı, baş dönmesi, bitkinlik hali gibi yan etkiler kendini gösterir.
pop_773	Sanal sohbet etmiş insanlar birbiriyle o kadar farklı ki, yüzeydeki bu farklılık keskin bir şekilde beliriyor.	Sanalda sohbet ettiğiniz insanlar birbirinden o kadar farklılar ki.
bio_912	Kemal Atatürk şahane bir umursamazlıkla kendi hayatını bitirdi.	Kemal Atatürk şahane bir umursamazlıkla kendi hayatını yedi bitirdi.
pop_916	1 çorba kaşığı çekilmiş şamfıstığı.	1 çorba kaşığı çekilmiş şamfıstığı
pop_791	Palavra, taraftarı kanına sokmayın bu iş yürümez.	Palavrayla, taraftarı kandırmakla bu işler yürümüyor.
ins_1408	Örnek 1600 senede 500 milyon ol dünya nüfusu 1850 senede 1 milyar 600 milyon, 1962'de 3 milyar, 1980'de 4 milyar ulaştı.	Örneğin 1600 senesinde 500 milyon olan dünya nüfusu 1850 senesinde 1 milyara, 1952 de 1 milyar 600 milyona, 1962 de 3 milyara, 1980 de 4 milyara ulaşmıştır.
pop_645	Bu nedenle önce Ay'ın tutulması ve bazı olumsuz etkilerden bahsedeceğiz.	Bu nedenle önce Ay Tutulmalarından ve bazı olumsuz etkilerinden bahsedeceğim.
pop_1269	Türkiye "cennet vatan" bir yerdir.	Türkiye "Cennet Vatan" bir yerdi.
news_452	Orgeneral Başbuğ, saat 15.37'de Çankaya köşküne girip yaptı.	Orgeneral Başbuğ, Saat 15.37'de Çankaya Köşkü'ne giriş yaptı.
ess_602	Bir kendi var, her şeyi bil asıl, ilk düzyazının 1945'te yayınlanan bir öykü oldu.	Bir kendisi var her şeyi bilen Aslında, ilk düzyazımın 1945'te yayınlanan bir öykü olduğunu söylemiştim.
news_251	Dava dilekçe denetleme Kurulu'nun, "fikir ve ifade özgürlüğü" dolayısıyla Anayasa'ya aykırı olduğu iddia edilen et.	Dava dilekçesinde Denetleme Kurulu'nun "fikir ve ifade özgürlüğüne" dolayısıyla Anayasa'ya aykırı olduğu iddia ediliyor.
ess_589	Bizim kişi antikomünizmle ilgili bir şeyler yapmış olabilir mi; hani şu meşhur saksofoncu Angelopulos diye?	ANTİKOMÜNİZM Bizimkisi birden bire "Aaa Angelopulos mu; hani şu meşhur saksofoncu!" diye atılıverdi.
news_1431	Beyin travması geçiren Danaş'ın sekiz kaburgası kırıldı, kol ve bacakları çatlak oluştu, sol gözü tamamen işlevini yitirdi.	Beyin travması geçiren Danaş'ın sekiz kaburgası kırıldı, kol ve bacaklarında çatlaklar oluştu, sol gözü de işlevini tamamen yitirdi.
ess_1095	Yukarı Şair Özdemir İnce bey, söz ettiği seçimden sonra yazdığı bir yazıda değin geçmemiştir.	Yukarıda 'şair' Özdemir İnce Bey'den söz etmişken, seçim sonrası yazdığı bir yazıya değinmeden geçemeyeceğim.
bio_515	"Neden bu kadar acele?" diye sor.	"Neden bu kadar acele?" diye soruyorsunuz.
ins_190	İn kekik otunu topladığını unutmuş.	İnerken kekik otu toplamayı unutmadı.
news_1120	Acil serviste ameliyat aldık. Baysal daha sonra yoğun bakımda alındı.	Acil Servis'te ameliyata alınan Baysal daha sonra yoğun bakıma alındı.
bio_238	Bu sürecin toplamını bir tarafından kendi yenik hisset.	Bu sürecin toplamını değerlendirdiğimde bir tarafımla kendimi yenik hissediyorum.
bio_297	Elle ki anahtarla kapıyı açar gibi yapmış ama açmadı.	Elindeki anahtarla kapıyı açar gibi yaptı ama açmadı.
pop_753	Video kulüplerinin tanıtım çabası, bu dergi sayfalarında yansıdı.	Video kulüplerin tanıtım çabaları da bu derginin sayfalarına yansıyordu:
ess_206	Kız hâlâ gülümseyerek izlediği delikanlıydı.	Kız hâlâ gülümseyerek izliyordu delikanlıyı.
bio_53	İstanbul'da daha askerlik meselesi kesinleştiyse, Selim Hülya'yı ben çağırdık.	İstanbul'dayken, daha askerlik meselesi kesinleşmemişken, Selim'le Hülya beni çağırdılar.
ins_1438	Ama her şey ile...	Ama her şeyi ile...
ess_1460	Ya da, Küçüksu mezarlığı bırak sevgili körpe varlık: Piraye, Nijad ve Emced.	Ya da, Küçüksu Mezarlığı'nda bıraktığı sevgili körpe varlıklar: Piraye, Nijad ve Emced.
ess_971	Gümüş toz çehre Nietzsche gibi: eğer insan te hava alırsa, isteyse yapsın, ne cami, ne kilise, ne bilim kongresi ve ne de her tür Babil kulesi toplantısına git.	Gümüş Tozlu ÇehreNietzsche gibi: Eğer insan temiz hava almak istiyorsa, ne camiye, ne kiliseye, ne bilim kongrelerine ve ne de her türden Babil Kulesi toplantılarına gitmelidir.
ins_1272	-, yerdeyatak ayaklarından tutarak kaldır çalış, de mi? yine gül başladı.	- Yerde yatanın ayaklarından bacaklarından tutup kaldırmaya çalışırım, demez mi? Yine gülmeye başladık.
ins_1571	İş köşkte.	İşte köşk surda.
pop_1298	"Yaşasın mağlubiyet!"...	"Yaşasın mağlubiyet!...
ess_1487	Kalk bir yere git!	Kalkıp bir yerlere gitmeliyim.
ins_1346	Mustafa usta asıl nazara sahip mavi boncukların üzerinde sarı renkli olup anlatıyor.	Mustafa Usta asıl nazar boncuğunun mavi üzerine sarı renkli olduğunu anlatıyor.
bio_474	Belki de ikizleriydiler.	Belki de ikizdiler.
pop_145	Ezeli başkan, Mao, lider Deng, düzen sosyalizm, rehber kapitalizm.	Ezeli başkan, Mao, lider Deng, Düzen Sosyalizm, Rehber Kapitalizm.
pop_1375	Bu halk arasında "uyutmaca" da deniyor.	Buna halk arasında "uyutmaca" da denir.
news_944	aynı dönem içinde net asgari ücreti 3.2 arttı.	Aynı dönem içinde net asgari ücret ise 3.2 arttırıldı.
pop_1536	Biri bayan zombi, diğer bay zombi duruydu.	Biri Bayan Zombi'de, diğeri Bay Zombi'de duruyordu.
news_776	ABD'li bilim adamı, saç kök hücresi sinir hücrelerinin dönüşümünü tespit et etti.	ABD'li bilim adamları, saçtaki kök hücrenin, sinir hücrelerine dönüşebildiğini tespit etti.
bio_682	Vapurcuk bile özgün bir hava, şirinlik var.	Vapurcuklarının bile özgün bir havası, şirinliği vardı.
news_146	Federasyon Çankaya'da.	Federasyon Çankaya'da
pop_945	Hırsızlar yapmayacak.	Hırsızlık yapmayacaksınız.
ins_106	Onun değneği sağ sol kontrol et önünden çıkan engelleri anlamakta kullanılırken, kendi yolunu açmaya azimli bir gösterge görülebilir.	Onun, değneğiyle sağını solunu kontrol ederek önüne çıkabilecek engelleri anlaması, kendine yol açması, belki de yaşama azminin bir göstergesi idi.
bio_190	Doktor Fikret Ürgüp, kuzgun Acar, Bedri Rahmi hoca, resim bölümünden Birol, Burhan, postane müdürü ve jetoncu kız, Mehmet Ulusoy, heykeltıraş Metin...	Doktor Fikret Ürgüp, Kuzgun Acar, Bedri Rahmi Hoca, Resim bölümünden Birol, Burhan, Postane müdürü ve jetoncu kız, Mehmet Ulusoy, heykeltıraş Metin...
news_935	Çok gizli yapıldı bu.	Çok gizli yapılmış bunlar.
bio_1701	Her şey son zamanlarda moda olan kasabamızdaki filmler gibi oldu.	Her şey son zamanlarda moda olan kasaba filmlerindeki gibiydi.
news_1050	Bilindiği gibi kentimizde tarihi eserler arasında Ahmet Dayı Ağa Konağı restore edilerek ve küçük bir otel olarak hizmet açılmıştır.	Bilindiği gibi kentimizdeki tarihi eserler arasında bulunan Dayı Ahmet Ağa Konağı'nı restore ettirdik ve küçük bir otel olarak hizmete açtık.
ins_469	Küçük bir teleskop gerekliymiş.	Küçük de olsa bir teleskop gerekliydi.
ins_1295	Abla gel, söyle, Serap hanım akşam yemeğine gel.	Ablan gelince söyle, Serap Hanımlar akşam yemeğine gelecekler.
bio_1188	Benzer başka yerleri de duyduğum zaman, İstanbul veya İstanbul'un bir macerasını hatırlayarak yaşarım...	Benzerlerini başka yerde duyduğum zaman, bana İstanbul'u veya İstanbul'un bir macerasını hatırlatır birlikte yaşadığımız...
news_398	Ortalama sekiz haftalık bir tedavi uygulandı.	Ortalama sekiz haftalık bir tedavi uygulanacaktı.
bio_264	Tekneye sabahleyin girip telsizi söküp gürültü yapmadım, benim niyetim uyumak için kapaç.	Tekneye sabahlamak için girdiğimi ve telsizi gürültü yapıp beni uyutmadığı için kapatmak niyetiyle söktüğümü söyledim.
ess_33	Sosyal güvenlik tam bir çöküş noktasına getirildi.	Sosyal güvenlik tam bir çökme noktasına getirilmiş...
news_877	Bazen saray ve soylu malikânelerinde "basit eğlen" biçiminde ve Almanya "vur patla çal oyna" adını verdiği müzik halk taklit etmektedir.	Bazen de saraylarda ve soyluların malikaânelerinde "basit eğlenme" biçimi denilen ve Almanya'da "vur patlasın çal oynasın" adı verilen balolarda halkı taklit eden müzikle eğlenilirdi.
ess_293	Öykü aynı zamanda, Ortaçağ Avrupa'sında zaman önce insanlık için kesildi, en içli, en ak, en cömert sevgi mesajı kahraman, Kathar şövalye destanı.	Öykümüz aynı zamanda, Ortaçağ Avrupası'nda zamanından önce öttüğü için başı kesilen, insanlığın gelmiş geçmiş en içli, en ak, en cömert sevgi mesajı kahramanlarının, Kathar şövalyelerinin destanı.
ins_249	Bayram, doğum günü gibi özel günlerde uzak kişilerin tebrik kartı yazıyoruz.	Bayram, doğum günü gibi özel günlerde uzaktaki tanıdıklarımıza tebrik kartı yazarız.
ess_135	ABD'de, NATO'nun adını koyduk.	ABD'nin de, NATO'nun da adını koydu.
